"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","log2FoldChange_unshrunk","stat_wald","significant","direction"
"Gene0712",24.7648511209105,0.30789132966445,0.291263737269705,0.083872783516314,0.463513203950584,0.553346087909611,1.72864425743131,FALSE,"Not significant"
"Gene0227",207.69486296428,-0.301908031888683,0.275221684889709,0.0842903079296004,0.463513203950584,-0.518998593448559,-1.72631750441469,FALSE,"Not significant"
"Gene0904",104.729328532613,0.299218138579515,0.268090772485699,0.084240545431019,0.463513203950584,0.503000565891355,1.72659432733388,FALSE,"Not significant"
"Gene0912",82.52734595956,0.297689379908154,0.262521789838174,0.0843603404561225,0.463513203950584,0.492157512727538,1.72592814566963,FALSE,"Not significant"
"Gene0315",85.7908370561103,0.298043550018896,0.270341812649967,0.0854051836031865,0.466661472837301,0.506455958782475,1.72014997470323,FALSE,"Not significant"
"Gene0534",99.2893992129538,-0.299512555481455,0.275594160685839,0.085940681274682,0.467007328465168,-0.517800543821882,-1.71721069967283,FALSE,"Not significant"
"Gene0667",258.927310117497,-0.289585281344654,0.258755959182844,0.0872252658345701,0.471397748144207,-0.48065815243478,-1.71021963671089,FALSE,"Not significant"
"Gene0198",153.837115712316,0.280979087292859,0.235879024885986,0.0890676382309467,0.477374999870399,0.435943134755557,1.70033655510259,FALSE,"Not significant"
"Gene0157",238.95704957776,-0.278828389290509,0.230742822903981,0.0892966379939573,0.477374999870399,-0.425833612927432,-1.6991196695686,FALSE,"Not significant"
"Gene0301",19.668046351329,-0.293661873352115,0.306348794937136,0.0942950784914715,0.496052301213114,-0.583023927055925,-1.67316367847899,FALSE,"Not significant"
"Gene0985",33.4109257909566,0.291459223333039,0.296371885188185,0.0938559422858062,0.496052301213114,0.558008323567992,1.67539915509853,FALSE,"Not significant"
"Gene0879",151.207999197142,0.281785205433882,0.266976045209947,0.0941131055086126,0.496052301213114,0.489350519906082,1.67408901927376,FALSE,"Not significant"
"Gene0168",48.5649950256972,0.285108251681437,0.281883642237178,0.0994779753622248,0.517809040174949,0.521930533614243,1.64738967922625,FALSE,"Not significant"
"Gene0281",9.18484366289288,0.276981487513028,0.341053097270633,0.0993889830252185,0.517809040174949,0.692020959558484,1.64782307224847,FALSE,"Not significant"
"Gene0651",110.067402854824,0.278888805113395,0.255188074724985,0.100308315828533,0.519397509708999,0.464802536346434,1.64336075042373,FALSE,"Not significant"
"Gene0822",56.1133113273885,-0.284033804944473,0.290786270298282,0.101895579440175,0.523871335687481,-0.541282859265559,-1.63573252391198,FALSE,"Not significant"
"Gene0640",321.090171447058,-0.273727814374865,0.278564974502005,0.102484818329715,0.523871335687481,-0.511392441575916,-1.632924777199,FALSE,"Not significant"
"Gene0125",5.2806635737656,0.225528383311114,0.355636662135943,0.102761414684905,0.523871335687481,0.937517023870196,1.63161121248216,FALSE,"Not significant"
"Gene0585",33.0690777186093,-0.276067337633956,0.285311704909583,0.106750628612397,0.541417290757234,-0.526696036695962,-1.61297182740259,FALSE,"Not significant"
"Gene0909",97.1233473418832,-0.270871927962374,0.281828946977435,0.111754990868852,0.56351674307268,-0.515804042861267,-1.59035418663702,FALSE,"Not significant"
"Gene0649",86.6436721522635,-0.268470663434741,0.276783535392634,0.112247521117612,0.56351674307268,-0.503245283537488,-1.58817168885817,FALSE,"Not significant"
"Gene0733",81.2967477502711,-0.255021701856389,0.296553832668907,0.113533445478508,0.567093826152748,-0.552537634774956,-1.58250888556808,FALSE,"Not significant"
"Gene0037",92.3968131545726,0.264158676113461,0.265310156494165,0.117370468790938,0.577509421065861,0.47480910513784,1.5659066671579,FALSE,"Not significant"
"Gene0754",624.814394792396,0.261776071947928,0.246887706428472,0.117221076281813,0.577509421065861,0.435554869432104,1.56654502573641,FALSE,"Not significant"
"Gene0439",68.0481704690856,0.256728581255673,0.248588605180652,0.117307884482809,0.577509421065861,0.436753666795484,1.56617401406708,FALSE,"Not significant"
"Gene0793",33.7838838990488,0.262092028996293,0.264811493556243,0.118007679952781,0.577770274620301,0.473987459604881,1.56319098483411,FALSE,"Not significant"
"Gene0940",79.7705681873665,0.264145087411851,0.298266514356459,0.118926229513116,0.57939921669198,0.554179211186039,1.55929645872397,FALSE,"Not significant"
"Gene0799",24.1731557005459,-0.259893535561255,0.268368778885017,0.122929840300466,0.587331459213338,-0.480544861461247,-1.54259183523713,FALSE,"Not significant"
"Gene0802",44.0582373151395,-0.25725546819388,0.253300018222835,0.121536667374461,0.587331459213338,-0.446677586100801,-1.54835575572372,FALSE,"Not significant"
"Gene0538",148.456308516502,0.244093483748627,0.216286957293308,0.122877835364937,0.587331459213338,0.371698162919057,1.54280607376493,FALSE,"Not significant"
"Gene0560",131.863443009107,0.239780741380692,0.208154007710923,0.12260831282045,0.587331459213338,0.356439975381635,1.54391752976546,FALSE,"Not significant"
"Gene0376",47.0839469212732,-0.251726850324262,0.310173964128938,0.126033097119557,0.599263139669431,-0.593872868633518,-1.52993387607169,FALSE,"Not significant"
"Gene0191",241.735468114017,-0.238878280226212,0.298617070962181,0.127403233250427,0.602879414759198,-0.560328999181963,-1.52442237901973,FALSE,"Not significant"
"Gene0337",27.1823189341423,0.24999502235107,0.25401797853593,0.131569003875007,0.61393142891208,0.442645312365872,1.5079434382978,FALSE,"Not significant"
"Gene0969",25.9243558862153,-0.249858866411455,0.280914160902244,0.1328955299175,0.61393142891208,-0.504470556202647,-1.50278098882657,FALSE,"Not significant"
"Gene0332",292.478475283346,-0.248614813990801,0.265358103750858,0.133589561381729,0.61393142891208,-0.467096856532057,-1.50009590566728,FALSE,"Not significant"
"Gene0244",59.5391106430725,-0.246364704412474,0.245092774152689,0.131916001594206,0.61393142891208,-0.423013836971775,-1.50658914465689,FALSE,"Not significant"
"Gene0109",283.987569461093,-0.243959851323903,0.242403838937079,0.1306023469716,0.61393142891208,-0.415762300332067,-1.5117308506818,FALSE,"Not significant"
"Gene0685",229.077345549711,-0.242205855263199,0.234350026888429,0.134084113897886,0.61393142891208,-0.400166961561437,-1.49818914962731,FALSE,"Not significant"
"Gene0955",86.4721474982243,-0.23732239086329,0.219613541154866,0.132714813360653,0.61393142891208,-0.37133992204582,-1.50348192949023,FALSE,"Not significant"
"Gene0436",21.5188714958388,0.249406958116765,0.276843711835466,0.135940791456881,0.619564252308087,0.494408450527107,1.49107886133526,FALSE,"Not significant"
"Gene0792",35.5591087723634,0.244907082992391,0.290825144241429,0.138019234037562,0.626151479188755,0.531187362035615,1.48320770758137,FALSE,"Not significant"
"Gene0723",27.0305834110909,0.156179245954887,0.316606406226842,0.140668955284455,0.635258432768611,0.95183580103157,1.47330447242018,FALSE,"Not significant"
"Gene0959",530.688493302928,0.238847934884383,0.252755221099001,0.142450281437805,0.637481123719407,0.430975538068651,1.46672719657885,FALSE,"Not significant"
"Gene0808",128.884149624698,-0.228770703629347,0.215716891927227,0.141897912329345,0.637481123719407,-0.356589166668696,-1.46875994334672,FALSE,"Not significant"
"Gene0657",536.442898142687,-0.222453364994669,0.208027791118957,0.146971346019954,0.654750726187993,-0.339874454240852,-1.45031267521079,FALSE,"Not significant"
"Gene0257",35.2814986471551,0.236365815432864,0.269645175724882,0.14991127593501,0.656338274499607,0.469613105370142,1.43984493150475,FALSE,"Not significant"
"Gene0961",25.9412184781774,-0.236004145460004,0.280489898510609,0.148388136561811,0.656338274499607,-0.500353277653748,-1.44524836202659,FALSE,"Not significant"
"Gene0830",247.660608215233,0.235494559354768,0.258139852016519,0.149796279560339,0.656338274499607,0.440953774518994,1.4402514223161,FALSE,"Not significant"
"Gene0590",53.7709525486056,-0.235217977490839,0.256305619382832,0.150645893135906,0.656338274499607,-0.437633135205865,-1.43725379274009,FALSE,"Not significant"
"Gene0826",64.4494466283689,-0.234047105013525,0.269000153674366,0.150007395623467,0.656338274499607,-0.466678618184449,-1.43950534871617,FALSE,"Not significant"
"Gene0806",210.767763076598,-0.230668368269557,0.263002388234747,0.154491114597646,0.667212717629135,-0.451018450729487,-1.42384579906562,FALSE,"Not significant"
"Gene0633",1670.84004375844,0.225200842945801,0.228746191812289,0.154460629955612,0.667212717629135,0.375819909739092,1.42395109320504,FALSE,"Not significant"
"Gene0515",20.4272490648717,-0.217293783568748,0.303910540981499,0.157212804043111,0.676015057385379,-0.589566389345651,-1.41450798670417,FALSE,"Not significant"
"Gene0177",170.551884855091,0.226498318829511,0.243413263029711,0.158323730897946,0.67784489116047,0.402912436182658,1.41073173137299,FALSE,"Not significant"
"Gene0665",30.1111400857245,0.230216378539562,0.278241217420276,0.159242349188577,0.678768233247512,0.490590793366761,1.40762429615439,FALSE,"Not significant"
"Gene0731",27.0080463147622,-0.229290168946367,0.255941169806074,0.159912030684196,0.678768233247512,-0.43327267628613,-1.40536748363095,FALSE,"Not significant"
"Gene0797",21.8446775430147,-0.228091536222359,0.259255085746487,0.16063865551134,0.678773488809056,-0.439695813934603,-1.40292684253646,FALSE,"Not significant"
"Gene0458",61.7904039776372,-0.226354044268907,0.255638365899791,0.161972237976681,0.678773488809056,-0.43063973075001,-1.39846912495941,FALSE,"Not significant"
"Gene0314",14.3772992841901,-0.220882671240851,0.294864699311511,0.161317499434091,0.678773488809056,-0.549254842094998,-1.40065421776854,FALSE,"Not significant"
"Gene0927",60.1380999081764,0.223214235479833,0.241642688926766,0.163040629424295,0.680367858652439,0.3965771604491,1.39491779786524,FALSE,"Not significant"
"Gene0390",77.4518172352398,-0.225201643520029,0.25679300829947,0.165257104574431,0.683846344870762,-0.432172120244869,-1.3876058321073,FALSE,"Not significant"
"Gene0942",287.553806810219,-0.222363189827387,0.281391300173266,0.165117314382967,0.683846344870762,-0.501230148523892,-1.38806479870797,FALSE,"Not significant"
"Gene0261",35.8335471598064,0.223373226058299,0.238983233889862,0.166510333477066,0.686161332536744,0.39101326792638,1.38350415733032,FALSE,"Not significant"
"Gene0253",57.1214759502198,-0.220596457071944,0.249185370753257,0.168303966956167,0.687944133091698,-0.411314416539858,-1.3776739847617,FALSE,"Not significant"
"Gene0426",61.9898755793786,0.216796346043914,0.225233577258653,0.168334155923348,0.687944133091698,0.360717222637585,1.3775762562475,FALSE,"Not significant"
"Gene0288",42.867763718726,-0.218313134054559,0.252552792073755,0.175877877112167,0.69499049807897,-0.417239734772608,-1.3535566122611,FALSE,"Not significant"
"Gene0866",44.6766243467618,-0.214833723235329,0.275568392577421,0.173288707472209,0.69499049807897,-0.479833990678609,-1.36171226990324,FALSE,"Not significant"
"Gene0592",50.1756095822475,-0.212956954813531,0.286732039039564,0.176325631511551,0.69499049807897,-0.517301214346455,-1.35215532608957,FALSE,"Not significant"
"Gene0459",61.2858941294061,0.211445449547011,0.291758675729405,0.175360111486272,0.69499049807897,0.536196224933972,1.35518032548025,FALSE,"Not significant"
"Gene0697",388.029086307038,0.21137865223191,0.21680632419707,0.174080129622735,0.69499049807897,0.340565911522622,1.3592097593347,FALSE,"Not significant"
"Gene0705",54.590763985586,0.211044457413969,0.266064533100478,0.173499714144949,0.69499049807897,0.447921590825925,1.36104422428636,FALSE,"Not significant"
"Gene0247",21.858426901543,-0.210784424364593,0.277501074911033,0.176382826104976,0.69499049807897,-0.485356951155324,-1.35197652179947,FALSE,"Not significant"
"Gene0570",211.331616984859,-0.207814650433797,0.213314934461515,0.175798360760479,0.69499049807897,-0.332530983449627,-1.35380574364373,FALSE,"Not significant"
"Gene0771",12.8521586641266,-0.207806884349341,0.295889157761156,0.174865711207726,0.69499049807897,-0.559382778652728,-1.35673410668131,FALSE,"Not significant"
"Gene0674",19.8617263678721,-0.211986838483189,0.287403234407951,0.178074476393251,0.698213499598077,-0.520928868375342,-1.34670743615369,FALSE,"Not significant"
"Gene0245",105.405665177622,0.19741852289723,0.281871538086712,0.178612755711136,0.698213499598077,0.497390610455076,1.34503864300037,FALSE,"Not significant"
"Gene0411",162.029858873274,-0.210169360678205,0.230586011535048,0.182822757393098,0.711857114416435,-0.364334004443946,-1.33211391832573,FALSE,"Not significant"
"Gene0234",30.4260541348831,-0.20813035285984,0.256400599965403,0.192168402502044,0.742400586228598,-0.420479159741229,-1.30419119133936,FALSE,"Not significant"
"Gene0911",49.5634005019876,0.203567509824915,0.264692293437748,0.191625087007385,0.742400586228598,0.43973182164852,1.30578675055294,FALSE,"Not significant"
"Gene0343",105.289255146846,0.205209495259685,0.238835309404405,0.194629690366778,0.742813845866416,0.375556307745298,1.29700434915657,FALSE,"Not significant"
"Gene0506",76.751305979099,-0.204909103996354,0.259679640397911,0.193653166577852,0.742813845866416,-0.42728705018427,-1.29984771935232,FALSE,"Not significant"
"Gene0976",43.9178319322025,-0.202515771128652,0.235877474886098,0.197526785167422,0.742813845866416,-0.368222359463172,-1.28862989509914,FALSE,"Not significant"
"Gene0729",157.177649567569,-0.20236516617117,0.242884259982354,0.200163014689371,0.742813845866416,-0.383356168144834,-1.28108726995887,FALSE,"Not significant"
"Gene0442",330.563925739647,-0.202207910439121,0.220624281453851,0.196040974889976,0.742813845866416,-0.337384822013872,-1.29291350847998,FALSE,"Not significant"
"Gene0753",48.4149670309001,0.20214775645871,0.235290180153673,0.199745178448121,0.742813845866416,0.365636147460624,1.28227789777789,FALSE,"Not significant"
"Gene0566",352.048673451745,-0.202091682702993,0.250211638049086,0.194603286150378,0.742813845866416,-0.401331568392991,-1.29708109313852,FALSE,"Not significant"
"Gene0828",40.2116653145557,0.201775934731609,0.238660758993092,0.201586496660529,0.742813845866416,0.372240019109919,1.27704461467545,FALSE,"Not significant"
"Gene0563",72.6341815944837,-0.198546593740153,0.223113886162129,0.201889690098381,0.742813845866416,-0.339440980118601,-1.27618624417825,FALSE,"Not significant"
"Gene0404",100.142989286658,-0.198346010043357,0.230054973133652,0.199159759448442,0.742813845866416,-0.352288698971925,-1.28394911788889,FALSE,"Not significant"
"Gene0112",22.011710158628,0.196193929652231,0.273938840995033,0.202039357470239,0.742813845866416,0.468369013312126,1.27576286753503,FALSE,"Not significant"
"Gene0814",114.536456839484,-0.19608428091302,0.267092237207829,0.197017787848338,0.742813845866416,-0.449648959211391,-1.29009467693848,FALSE,"Not significant"
"Gene0479",194.969616501942,0.193881151733482,0.27072758523585,0.199298348701504,0.742813845866416,0.455766644626865,1.28355315741826,FALSE,"Not significant"
"Gene0726",64.1560425381216,-0.197719781294592,0.243294006730622,0.205056313033089,0.751113679961944,-0.379870564290585,-1.26727685594469,FALSE,"Not significant"
"Gene0755",44.0278211618484,0.192892082208409,0.279313285841419,0.206792168671007,0.75467695503921,0.48887550337687,1.262435369865,FALSE,"Not significant"
"Gene0444",69.2632638726322,0.197383839489664,0.245163156960715,0.208515578166258,0.75539160002355,0.383419455165519,1.25765769490097,FALSE,"Not significant"
"Gene0979",292.033445027591,0.195457435961495,0.239841957413997,0.207949192216913,0.75539160002355,0.371562769808416,1.25922467279436,FALSE,"Not significant"
"Gene0127",98.0654663872366,-0.195385119672936,0.242753247906095,0.210472262492473,0.759697327025752,-0.376367258145429,-1.25226789728056,FALSE,"Not significant"
"Gene0693",579.033237144584,0.193446065600384,0.227418837650675,0.212507811676396,0.764255366356204,0.342295826937473,1.24669920164689,FALSE,"Not significant"
"Gene0954",206.601623495062,0.194148861610111,0.240267556465749,0.216554539939157,0.772415441654243,0.369166010530979,1.23574183967186,FALSE,"Not significant"
"Gene0490",19.7266927849048,-0.188873795956351,0.277939416469367,0.216567591522987,0.772415441654243,-0.484640380738666,-1.23570673942705,FALSE,"Not significant"
"Gene0323",317.055787101736,-0.188870358776144,0.221220402661197,0.217119810697553,0.772415441654243,-0.326611937988462,-1.23422302279593,FALSE,"Not significant"
"Gene0188",55.5967410260256,0.190693924947509,0.242387343928843,0.218807916898607,0.775630931228394,0.371261923005312,1.22970413747493,FALSE,"Not significant"
"Gene0203",18.7768011491749,-0.188360785948346,0.270605667230257,0.219800971116609,0.776368430122595,-0.455742963354589,-1.22705752391598,FALSE,"Not significant"
"Gene0324",60.9028809748846,0.188640408384505,0.270888947481429,0.220657641412934,0.776620666752283,0.455809666603033,1.22478127635835,FALSE,"Not significant"
"Gene0362",39.1356497647517,-0.174559924149762,0.277122567625838,0.223274317548927,0.783043617219463,-0.481609627530262,-1.21786752842512,FALSE,"Not significant"
"Gene0865",28.91313022796,-0.190060588584271,0.242802948258038,0.225321581937447,0.784658607521602,-0.372729870763125,-1.21249859016902,FALSE,"Not significant"
"Gene0146",173.048810547377,-0.177649667711491,0.192326957319586,0.225003021647915,0.784658607521602,-0.27058072284928,-1.21333171598678,FALSE,"Not significant"
"Gene0760",75.7361315673926,0.188848008808664,0.241723384953769,0.229443008561491,0.796207492867769,0.367860099411571,1.20179488281418,FALSE,"Not significant"
"Gene0707",40.0197586258508,0.187542440184996,0.244975125298206,0.230421530034714,0.796807318896266,0.375051917390068,1.1992737205952,FALSE,"Not significant"
"Gene0331",35.9810820573244,-0.185333943557108,0.226729683436106,0.231278567419848,0.796984331631462,-0.333704257111151,-1.19707180762841,FALSE,"Not significant"
"Gene0569",58.8156822649926,-0.181820718163396,0.212348152696662,0.232942289351037,0.799930292250608,-0.303367926902115,-1.19281383804052,FALSE,"Not significant"
"Gene0862",1176.80842180349,-0.180820016548594,0.213084406323049,0.23484202056654,0.803663523668887,-0.303807925966618,-1.18797814399531,FALSE,"Not significant"
"Gene0484",99.6953850285244,0.180369376926728,0.249569954129812,0.240434154925023,0.815284344416391,0.381770895875481,1.17390231543767,FALSE,"Not significant"
"Gene0647",49.0430670675683,0.179838349925178,0.215037953197559,0.240710847896447,0.815284344416391,0.30521546378542,1.17321188311028,FALSE,"Not significant"
"Gene0930",208.63969757014,0.179744629438937,0.213372712442961,0.239865344041122,0.815284344416391,0.301719136261466,1.17532343041027,FALSE,"Not significant"
"Gene0128",112.896226916854,0.173868639723692,0.200082298132021,0.243369684806431,0.819379749022508,0.275295287074864,1.1666055900847,FALSE,"Not significant"
"Gene0338",116.813414154249,0.173450524820941,0.199903941264604,0.243576993137126,0.819379749022508,0.274295254577849,1.16609263736247,FALSE,"Not significant"
"Gene0600",73.9588632304872,0.176309463863358,0.246446326007217,0.252633559873751,0.846964714288608,0.367077833148719,1.14397607345989,FALSE,"Not significant"
"Gene0859",100.179116659159,-0.174513545551733,0.232268355461674,0.257587532420649,0.847135836116993,-0.334098469373905,-1.13211156715687,FALSE,"Not significant"
"Gene0765",197.106288966483,0.173051266554221,0.228404822289826,0.257224775256622,0.847135836116993,0.322517530505848,1.13297494472155,FALSE,"Not significant"
"Gene0485",146.498729333903,0.172738880514947,0.21175900825504,0.256603912979382,0.847135836116993,0.291010947548502,1.13445458634774,FALSE,"Not significant"
"Gene0531",56.8928913599004,-0.171368732056869,0.248029221492668,0.255125988123157,0.847135836116993,-0.370835131373057,-1.13798681465816,FALSE,"Not significant"
"Gene0214",158.537932570372,-0.169790083200988,0.230276416197047,0.257890736691758,0.847135836116993,-0.325131506225292,-1.13139057494858,FALSE,"Not significant"
"Gene0783",17.8935878428701,-0.164577176285716,0.269290146508892,0.258680508096392,0.847135836116993,-0.445601972611723,-1.12951532583377,FALSE,"Not significant"
"Gene0869",55.5181724769573,-0.164074883828985,0.26932444714188,0.253942284729222,0.847135836116993,-0.444068640989383,-1.14082612958467,FALSE,"Not significant"
"Gene0837",34.5695503019499,0.174143737699926,0.245098473835844,0.260809176635077,0.849521279564557,0.363557121155051,1.12448064576647,FALSE,"Not significant"
"Gene0434",180.908769764307,-0.169537418115059,0.213809064784051,0.261126864497093,0.849521279564557,-0.292795357865366,-1.12373169891283,FALSE,"Not significant"
"Gene0642",69.4105925535104,0.171739829519227,0.227622206868852,0.265862950164372,0.854966371160044,0.319879506974906,1.1126402880413,FALSE,"Not significant"
"Gene0369",322.317999511767,0.169043026087542,0.218372821111415,0.265332099674823,0.854966371160044,0.299505418917332,1.11387666920478,FALSE,"Not significant"
"Gene0551",41.7763830667664,-0.16893111022278,0.243485893792934,0.265853804095152,0.854966371160044,-0.35652324146742,-1.11266157536138,FALSE,"Not significant"
"Gene0246",298.822751725001,-0.167766534110639,0.212568402332915,0.266258485659549,0.854966371160044,-0.288183886148706,-1.11172016784948,FALSE,"Not significant"
"Gene0205",26.2874209082864,-0.168990664457464,0.250091898345608,0.269240815519036,0.85557649742468,-0.375264872848829,-1.1048125634299,FALSE,"Not significant"
"Gene0903",36.1849208851071,-0.16799356181925,0.240060115175574,0.270773957223382,0.85557649742468,-0.345925896874031,-1.10128196668518,FALSE,"Not significant"
"Gene0106",43.704656967565,-0.165819687504528,0.246100626893677,0.270307356631686,0.85557649742468,-0.360449935303554,-1.10235502379783,FALSE,"Not significant"
"Gene0260",17.7404315104011,-0.16236083877062,0.267126721787125,0.267612513624244,0.85557649742468,-0.4341199367182,-1.10857744281275,FALSE,"Not significant"
"Gene0576",32.2438183107828,0.161909051970687,0.267185220912506,0.269572322658641,0.85557649742468,0.432468715910666,1.1040479856119,FALSE,"Not significant"
"Gene0438",239.856454827181,0.166425424705206,0.237703317016479,0.272751640864192,0.859080805142312,0.336768704310135,1.09674783166826,FALSE,"Not significant"
"Gene0398",182.780999634566,-0.160548473647528,0.249203381153954,0.276260311632163,0.864624836089271,-0.36532129643289,-1.08875869302369,FALSE,"Not significant"
"Gene0395",7.94705214476579,0.15163740096723,0.277863488244881,0.275709551358034,0.864624836089271,0.492183543373195,1.0900081559807,FALSE,"Not significant"
"Gene0938",49.7106508985565,-0.166172023973132,0.232779802102786,0.277887220362168,0.864971692672962,-0.326526186478179,-1.08507775141752,FALSE,"Not significant"
"Gene0477",211.16383085857,-0.165165974211214,0.241733782223926,0.278120321809911,0.864971692672962,-0.34803045054772,-1.08455155396738,FALSE,"Not significant"
"Gene0140",231.473529169858,-0.160623009555289,0.221203944745509,0.279614272819569,0.866891899117722,-0.296519223231848,-1.08118625065726,FALSE,"Not significant"
"Gene0358",79.9602441099767,0.164608971200705,0.238657418347269,0.28242474005531,0.870027405453433,0.337689094025616,1.07488830172137,FALSE,"Not significant"
"Gene0161",130.060928370187,-0.16328925448836,0.229473049669612,0.283264736659257,0.870027405453433,-0.316340858203719,-1.07301421856847,FALSE,"Not significant"
"Gene0307",42.1221909295171,0.162789692065388,0.233209112689821,0.281696047580791,0.870027405453433,0.323231257841902,1.0765171220301,FALSE,"Not significant"
"Gene0847",86.629167897538,0.1616918215446,0.236487741851359,0.288994943531105,0.876434792573651,0.329729234367138,1.0603290151217,FALSE,"Not significant"
"Gene0589",112.650554471227,0.160209951076864,0.214603875073692,0.289826317278317,0.876434792573651,0.281849247262425,1.05850270703572,FALSE,"Not significant"
"Gene0424",182.182809036901,-0.158910380753106,0.214426103688087,0.290438525668212,0.876434792573651,-0.281489442762309,-1.05716010112444,FALSE,"Not significant"
"Gene0523",42.4301934050232,0.156360697517396,0.256420792962439,0.290359472982033,0.876434792573651,0.385978093546382,1.05733336075452,FALSE,"Not significant"
"Gene0219",142.910450165637,0.153100814504311,0.251227006523667,0.290217935833389,0.876434792573651,0.364680943590043,1.0576436467807,FALSE,"Not significant"
"Gene0573",15.1881968101895,-0.149341353730288,0.270770289763352,0.290667959518865,0.876434792573651,-0.450779970524637,-1.05665743098087,FALSE,"Not significant"
"Gene0894",81.3560810840289,-0.159550453855647,0.243146002087171,0.29232341319189,0.878747281601154,-0.346609495360053,-1.05303835614001,FALSE,"Not significant"
"Gene0181",159.332636789109,-0.159641228084011,0.215710128285121,0.29517562870785,0.879280726807438,-0.282454224730906,-1.04683512174456,FALSE,"Not significant"
"Gene0107",212.412826011703,-0.157712586267982,0.221135068658891,0.297835231021731,0.879280726807438,-0.292311716657745,-1.04108687372065,FALSE,"Not significant"
"Gene0500",106.434347862268,0.157633243265027,0.219836782441468,0.294695497643497,0.879280726807438,0.288742418115311,1.04787652834396,FALSE,"Not significant"
"Gene0142",93.9941632045175,0.15004133189704,0.261021458074283,0.296952235118182,0.879280726807438,0.399811029178726,1.04299148788412,FALSE,"Not significant"
"Gene0153",79.0888564436842,-0.146459066936085,0.266429332789615,0.29635664585773,0.879280726807438,-0.425512972085653,-1.04427830811336,FALSE,"Not significant"
"Gene0317",75.969928216808,-0.118529301305807,0.287413500114936,0.296131539001624,0.879280726807438,-0.642270702838129,-1.04476512077135,FALSE,"Not significant"
"Gene0213",33.6451507363358,-0.147420044941841,0.261340099911872,0.299329495221964,0.881062115400363,-0.400643129322659,-1.03787233408956,FALSE,"Not significant"
"Gene0170",17.3600161643211,0.154985159957007,0.251132921786147,0.301915766063221,0.886037663609868,0.366340841576453,1.03233381331744,FALSE,"Not significant"
"Gene0396",75.0428892021567,0.155765887624198,0.216145441793782,0.303749071759219,0.888780567958187,0.279185638675348,1.02842687562179,FALSE,"Not significant"
"Gene0167",45.2971664388661,0.155586174754477,0.225223578318029,0.307191197464005,0.889487799403223,0.297568931791194,1.02113349136059,FALSE,"Not significant"
"Gene0554",128.693335565285,0.153538164914122,0.232799136471811,0.310129968677905,0.889487799403223,0.312130455975448,1.0149493572056,FALSE,"Not significant"
"Gene0283",33.5636528969082,0.152805430417887,0.237536882108246,0.309736746319038,0.889487799403223,0.32410816973224,1.01577457435496,FALSE,"Not significant"
"Gene0690",561.352684790943,-0.152479080945371,0.238836291259888,0.30527530458022,0.889487799403223,-0.329153286937573,-1.02518627176028,FALSE,"Not significant"
"Gene0476",18.0585322077304,0.151725224478913,0.241407364085028,0.315061843468352,0.889487799403223,0.333271584850874,1.00465740861247,FALSE,"Not significant"
"Gene0460",77.4658219433442,-0.151408073987258,0.210279337646013,0.311268401885906,0.889487799403223,-0.265273061075686,-1.01256412698012,FALSE,"Not significant"
"Gene0151",372.047349632205,-0.151211582139697,0.225622006683397,0.30603195505389,0.889487799403223,-0.294854040031018,-1.02358368382697,FALSE,"Not significant"
"Gene0211",123.170782563745,0.151060575844104,0.240406943375366,0.311002377901189,0.889487799403223,0.329512552520563,1.01312098084512,FALSE,"Not significant"
"Gene0290",156.746275192932,-0.150489491354779,0.224976668519385,0.319472417586936,0.889487799403223,-0.291305146002003,-0.995542637954653,FALSE,"Not significant"
"Gene0492",99.5493763326628,-0.150353487714074,0.212132672403894,0.313134602925832,0.889487799403223,-0.267181081109517,-1.0086665002769,FALSE,"Not significant"
"Gene0441",30.8135896741222,0.150018875029296,0.224704958726732,0.322689837099842,0.889487799403223,0.289960679405631,0.988945439110226,FALSE,"Not significant"
"Gene0250",15.1522110365438,0.149529499493579,0.249167804441425,0.317927820052298,0.889487799403223,0.355487207686022,0.99872521981187,FALSE,"Not significant"
"Gene0639",123.868297423298,0.149344636844496,0.237748811567411,0.32158170828764,0.889487799403223,0.320077558424283,0.991212745465893,FALSE,"Not significant"
"Gene0788",178.0854042887,-0.148719183666322,0.221862201479117,0.317593326253333,0.889487799403223,-0.283361184583068,-0.999415764450775,FALSE,"Not significant"
"Gene0262",18.6320708850355,-0.148525685513926,0.244560864971139,0.322197459040973,0.889487799403223,-0.340232206646994,-0.989952249613042,FALSE,"Not significant"
"Gene0433",32.3657217714865,0.147862258338718,0.247545971913776,0.320013018835366,0.889487799403223,0.348121210589308,0.994431130160056,FALSE,"Not significant"
"Gene0775",168.620372533507,-0.147197733429063,0.243025239554589,0.320182238922116,0.889487799403223,-0.335602447110252,-0.994083456148851,FALSE,"Not significant"
"Gene0824",91.3233701896277,0.147183393614725,0.221161012290445,0.328873482637264,0.889487799403223,0.279130567038755,0.976385462946626,FALSE,"Not significant"
"Gene0748",37.7750960693337,0.147063135307741,0.233402112307238,0.330404285749709,0.889487799403223,0.307156824960626,0.973299872617844,FALSE,"Not significant"
"Gene0917",103.136128196221,0.147021602177325,0.235036374289104,0.329567360996793,0.889487799403223,0.310424091160212,0.974985684575576,FALSE,"Not significant"
